z_m,sigma_Ohm_cm_inv,N_cm3
7.4195868372258525e-09,283.7768585051032,2.0581481344090386e+19
7.436180772760473e-09,281.0546800908958,2.0318207101512622e+19
7.452774708295095e-09,278.34956525860963,2.0056899328693813e+19
7.469368643829714e-09,275.66199244060334,1.9797591699349668e+19
7.485962579364335e-09,272.99243858330476,1.95403178871958e+19
7.502556514898956e-09,270.34137909413477,1.92851115659479e+19
7.519150450433577e-09,267.7092877908588,1.9032006409321628e+19
7.535744385968196e-09,265.09663685338563,1.8781036091032674e+19
7.552338321502817e-09,262.50389739388027,1.8532234284796654e+19
7.568932257037438e-09,259.9316846022763,1.8285634664329249e+19
7.585526192572059e-09,257.3809336332519,1.8041270903346133e+19
7.60212012810668e-09,254.85259717020392,1.7799176675562967e+19
7.6187140636413e-09,252.34759748235143,1.7559385654695436e+19
7.63530799917592e-09,249.86682638287283,1.7321931514459163e+19
7.651901934710541e-09,247.41114522275038,1.7086847928569825e+19
7.668495870245162e-09,244.98138492031887,1.6854168570743101e+19
7.685089805779783e-09,242.57834602649174,1.6623927114694644e+19
7.701683741314403e-09,240.20279882560808,1.6396157234140146e+19
7.718277676849024e-09,237.85548347181123,1.6170892602795227e+19
7.734871612383645e-09,235.5371101608487,1.5948166894375565e+19
7.751465547918266e-09,233.2483593371403,1.5728013782596835e+19
7.768059483452885e-09,230.9898819359438,1.5510466941174714e+19
7.784653418987506e-09,228.76229966040756,1.5295560043824833e+19
7.801247354522127e-09,226.56620529327498,1.5083326764262865e+19
7.817841290056748e-09,224.40216304296735,1.4873800776204487e+19
7.834435225591369e-09,222.2707089237442,1.4667015753365352e+19
7.851029161125988e-09,220.17235116960939,1.4463005369461154e+19
7.86762309666061e-09,218.10757068159003,1.4261803298207508e+19
7.88421703219523e-09,216.076821507994,1.4063443213320106e+19
7.900810967729851e-09,214.08053135720644,1.3867958788514607e+19
7.917404903264472e-09,212.1191021425599,1.3675383697506679e+19
7.933998838799092e-09,210.1929105587749,1.3485751614012002e+19
7.950592774333713e-09,208.30230868943067,1.3299096211746204e+19
7.967186709868334e-09,206.44762464489835,1.3115451164424966e+19
7.983780645402955e-09,204.62916323012155,1.2934850145763955e+19
8.000374580937576e-09,202.84717295643503,1.2757326829478832e+19
8.016968516472195e-09,201.1011804915064,1.2582914889285284e+19
8.033562452006816e-09,199.39011147774144,1.2411647998898938e+19
8.050156387541437e-09,197.71299279846642,1.2243559832035467e+19
8.066750323076058e-09,196.0689778954459,1.2078684062410551e+19
8.083344258610677e-09,194.45734310667845,1.1917054363739857e+19
8.099938194145298e-09,192.87748387082965,1.1758704409739022e+19
8.11653212967992e-09,191.32891080376137,1.1603667874123727e+19
8.13312606521454e-09,189.81124565285052,1.1451978430609637e+19
8.149720000749161e-09,188.32421713503203,1.1303669752912415e+19
8.16631393628378e-09,186.86765666474156,1.1158775514747736e+19
8.182907871818402e-09,185.4414939781757,1.1017329389831242e+19
8.199501807353023e-09,184.04575266053672,1.0879365051878605e+19
8.216095742887644e-09,182.68054558317388,1.0744916174605494e+19
8.232689678422264e-09,181.34607025778823,1.061401643172757e+19
8.249283613956884e-09,180.04260411511888,1.0486699496960512e+19
8.265877549491505e-09,178.770499715786,1.036299904401996e+19
8.282471485026126e-09,177.5301799012253,1.0242948746621585e+19
8.299065420560747e-09,176.3221328929062,1.012658227848106e+19
